Date,AAPL,IBM,MSFT,GOOG
2004-08-19,0.46674731373786926,47.72989273071289,17.069751739501953,2.4991331100463867
2004-08-20,0.46811509132385254,47.93229675292969,17.120105743408203,2.697638988494873
2004-08-23,0.4723706841468811,47.59495162963867,17.195859909057617,2.7247869968414307
2004-08-24,0.4855937361717224,47.628692626953125,17.195859909057617,2.611959934234619
2004-08-25,0.5023123025894165,47.83110427856445,17.391550064086914,2.640104055404663
2004-08-26,0.5267818570137024,47.617431640625,17.322111129760742,2.687675952911377
2004-08-27,0.5220701098442078,47.75801086425781,17.334741592407227,2.6438400745391846
2004-08-30,0.5185744762420654,47.45439910888672,17.233734130859375,2.540726900100708
2004-08-31,0.5241978764533997,47.617431640625,17.233734130859375,2.5496931076049805
2004-09-01,0.5450196266174316,47.35318374633789,17.29054832458496,2.4968910217285156
2004-09-02,0.5419802665710449,47.54996871948242,17.43575096130371,2.528273105621338
2004-09-03,0.5354446172714233,47.448760986328125,17.11380386352539,2.490912914276123
2004-09-07,0.5434995889663696,47.774879455566406,17.271617889404297,2.5300168991088867
2004-09-08,0.552466869354248,48.275272369384766,17.2084903717041,2.547950029373169
2004-09-09,0.54258793592453,48.60137176513672,17.221105575561523,2.548198938369751
2004-09-10,0.5451717972755432,48.781307220458984,17.353681564331055,2.6234169006347656
2004-09-13,0.5409164428710938,48.62950134277344,17.202177047729492,2.677464008331299
2004-09-14,0.5393962860107422,48.75883483886719,17.322111129760742,2.7768421173095703
2004-09-15,0.5349883437156677,48.562034606933594,17.164295196533203,2.789544105529785
2004-09-16,0.552466869354248,48.42147445678711,17.2084903717041,2.8386099338531494
2004-09-17,0.564473569393158,48.20781707763672,17.36630630493164,2.9262819290161133
2004-09-20,0.5731371641159058,48.18532943725586,17.36630630493164,2.9728569984436035
2004-09-21,0.5776965022087097,48.196563720703125,17.2084903717041,2.9349989891052246
2004-09-22,0.5611304640769958,47.403778076171875,17.120105743408203,2.9484479427337646
2004-09-23,0.5664499402046204,47.16201400756836,17.265302658081055,3.009221076965332
2004-09-24,0.5667539238929749,47.47126007080078,17.227418899536133,2.984563112258911
2004-09-27,0.5704017877578735,47.31946563720703,17.164295196533203,2.945460081100464
2004-09-28,0.5781528353691101,47.499366760253906,17.214797973632812,3.1596570014953613
2004-09-29,0.5878793001174927,47.78049850463867,17.410490036010742,3.264763116836548
2004-09-30,0.5889431834220886,48.20781707763672,17.454687118530273,3.227900981903076
2004-10-01,0.5877281427383423,48.75883483886719,17.83344268798828,3.3021230697631836
2004-10-04,0.5895516872406006,49.0062141418457,17.75138282775879,3.3638908863067627
2004-10-05,0.5983667969703674,49.0961799621582,17.91550636291504,3.4463319778442383
2004-10-06,0.6176686882972717,49.50099563598633,18.01020622253418,3.414202928543091
2004-10-07,0.6021661162376404,49.15241622924805,17.782939910888672,3.458287000656128
2004-10-08,0.5936551094055176,48.75320053100586,17.669307708740234,3.430392026901245
2004-10-11,0.5865116715431213,48.70823287963867,17.7135009765625,3.368872880935669
2004-10-12,0.5819520950317383,48.354000091552734,17.69457244873047,3.422173023223877
2004-10-13,0.6041417717933655,47.78049850463867,17.69457244873047,3.5093460083007812
2004-10-14,0.6836303472518921,47.668025970458984,17.549362182617188,3.536742925643921
2004-10-15,0.6915336847305298,47.70741271972656,17.669307708740234,3.5892961025238037
2004-10-18,0.725730836391449,48.309024810791016,17.934446334838867,3.7150750160217285
2004-10-19,0.7207150459289551,50.24879837036133,17.789257049560547,3.6846890449523926
2004-10-20,0.7214751839637756,49.93954849243164,18.117515563964844,3.499134063720703
2004-10-21,0.7286175489425659,49.53476333618164,18.029142379760742,3.7205541133880615
2004-10-22,0.7205626964569092,49.13554382324219,17.511491775512695,4.294652938842773
2004-10-25,0.7226907014846802,49.72028350830078,17.44205665588379,4.667504787445068
2004-10-26,0.7290740013122559,50.04076385498047,17.612499237060547,4.5280280113220215
2004-10-27,0.7644864320755005,50.603031158447266,17.77031898498535,4.6318888664245605
2004-10-28,0.7932116389274597,50.32190704345703,17.68194580078125,4.814454078674316
2004-10-29,0.796403169631958,50.462459564208984,17.656686782836914,4.748202800750732
2004-11-01,0.7971633076667786,50.664852142333984,17.72613525390625,4.882449150085449
2004-11-02,0.8131218552589417,50.86725997924805,17.827131271362305,4.85355806350708
2004-11-03,0.8406317234039307,51.27773666381836,17.972326278686523,4.773856163024902
2004-11-04,0.8275601267814636,51.941200256347656,18.306900024414062,4.60025691986084
2004-11-05,0.8316642045974731,52.44722366333008,18.502593994140625,4.217939853668213
2004-11-08,0.8264963030815125,52.5993537902832,18.483657836914062,4.297640800476074
2004-11-09,0.8214816451072693,52.5993537902832,18.792984008789062,4.201751232147217
2004-11-10,0.8321205973625183,52.73453140258789,18.767719268798828,4.180829048156738
2004-11-11,0.8404791951179504,53.39928436279297,18.92554473876953,4.558413982391357
2004-11-12,0.8435185551643372,53.697818756103516,18.91922950744629,4.533009052276611
2004-11-15,0.8395678400993347,54.03584671020508,19.271026611328125,4.604491233825684
2004-11-16,0.8350074291229248,53.45561218261719,19.08106231689453,4.297391891479492
2004-11-17,0.8343997597694397,53.77668762207031,19.116241455078125,4.296395778656006
2004-11-18,0.8418472409248352,53.57390213012695,19.04587173461914,4.172859191894531
2004-11-19,0.8385037779808044,53.20773696899414,18.898117065429688,4.219184875488281
2004-11-22,0.9324307441711426,53.57954788208008,18.7503719329834,4.112086772918701
2004-11-23,0.9312143921852112,53.67529296875,18.66594696044922,4.172360897064209
2004-11-24,0.9734665155410767,53.77668762207031,18.743337631225586,4.35268497467041
2004-11-26,0.9810660481452942,53.35982894897461,18.71519660949707,4.468002796173096
2004-11-29,1.0401885509490967,53.799259185791016,18.834796905517578,4.509347915649414
2004-11-30,1.0190621614456177,53.089420318603516,18.862951278686523,4.532511234283447
2004-12-01,1.0303094387054443,54.0133056640625,19.17252540588379,4.4822001457214355
2004-12-02,0.9910967946052551,53.945709228515625,19.059947967529297,4.468252182006836
2004-12-03,0.9526446461677551,54.68932342529297,19.15845489501953,4.49315881729126
2004-12-06,0.9997601509094238,55.02167892456055,19.228809356689453,4.390791893005371
2004-12-07,0.9558364152908325,54.13725280761719,19.04587173461914,4.269745826721191
2004-12-08,0.9617637395858765,54.447105407714844,19.249916076660156,4.233631134033203
2004-12-09,0.97255539894104,54.93155288696289,19.15845489501953,4.319559097290039
2004-12-10,0.9901851415634155,54.45834732055664,19.05291175842285,4.2752251625061035
2004-12-13,0.9865369200706482,54.334415435791016,19.17252540588379,4.245337009429932
2004-12-14,0.9923127889633179,54.81889724731445,19.15845489501953,4.450568199157715
2004-12-15,0.9918567538261414,54.83015823364258,19.074018478393555,4.477715969085693
2004-12-16,1.0122228860855103,54.89777374267578,19.109207153320312,4.395275115966797
2004-12-17,0.987753689289093,54.193580627441406,18.96847915649414,4.485188007354736
2004-12-20,0.9532523155212402,54.39076614379883,18.961450576782227,4.608226776123047
2004-12-21,0.9679949879646301,54.65553283691406,19.04587173461914,4.576595783233643
2004-12-22,0.9689071774482727,54.987884521484375,18.975521087646484,4.640108108520508
2004-12-23,0.972858726978302,55.04985427856445,19.003665924072266,4.679957866668701
2004-12-27,0.9599401354789734,54.92593765258789,18.891094207763672,4.779833793640137
2004-12-28,0.975442111492157,55.376590728759766,18.961450576782227,4.801004886627197
2004-12-29,0.9793938994407654,55.30899429321289,18.926273345947266,4.804491996765137
2004-12-30,0.9848661422729492,55.376590728759766,18.82776641845703,4.921553134918213
2004-12-31,0.9787858128547668,55.53434753417969,18.79962730407715,4.801752090454102
2005-01-03,0.9619162678718567,55.0667610168457,18.813697814941406,5.048826217651367
2005-01-04,0.9717950820922852,54.47526168823242,18.884063720703125,4.844342231750488
2005-01-05,0.980306088924408,54.36256790161133,18.841846466064453,4.819684982299805
2005-01-06,0.9810660481452942,54.193580627441406,18.820735931396484,4.696147918701172
2005-01-07,1.0524991750717163,53.95697784423828,18.764450073242188,4.828153133392334
2005-01-10,1.0480921268463135,53.900634765625,18.855911254882812,4.858290195465088
